VIOLATION_ID,VIOLATION_LAST_MODIFIED_DATE,VIOLATION_DATE,VIOLATION CODE,VIOLATION_STATUS,VIOLATION_STATUS_DATE,VIOLATION_DESCRIPTION,VIOLATION_LOCATION,VIOLATION_INSPECTOR_COMMENTS,VIOLATION_ORDINANCE,INSPECTOR_ID,INSPECTION_NUMBER,INSPECTION_STATUS,INSPECTION_WAIVED,INSPECTION_CATEGORY,DEPARTMENT_BUREAU,ADDRESS,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,PROPERTY_GROUP,SSA,Latitude,Longitude,LOCATION
5960808,3/26/2018,3/26/2018,VT1010,OPEN,,ARRANGE COMPLETED PERMIT INSP.,,,"Arrange mechanical ventilation or warm air heating system final inspection when work completed. (13-12-100, 13-176-310, 13-184-140)",BL00781,12580822,FAILED,N,PERMIT,VENTILATION,6837 N OLEANDER AVE,6837,N,OLEANDER,AVE,239415,,42.00531636,-87.81493098,"(42.005316358399014, -87.81493098293541)"
5960804,3/26/2018,3/26/2018,VT1010,OPEN,,ARRANGE COMPLETED PERMIT INSP.,,,"Arrange mechanical ventilation or warm air heating system final inspection when work completed. (13-12-100, 13-176-310, 13-184-140)",BL00781,12423511,FAILED,N,PERMIT,VENTILATION,5757 N LINCOLN AVE,5757,N,LINCOLN,AVE,211515,,41.98621175,-87.70012342,"(41.98621175085856, -87.70012341824706)"
5960773,3/26/2018,3/26/2018,ES1806,OPEN,,OBTAIN ES PERMIT 200-499 FT2,,"FOR INSTALLATION OF A PAINTED ON WALL SIGN. 20' X 20' ON NORTH ELEVATION. SIGN READS ""INN BAR CHICAGO"". 13-20-520, 13-20-550","Owned, maintained, erected, installed, altered, repaired, enlarged, or rehung any sign, sign board, structure or attachment 200 to 499 sq ft on premise without a valid permit in violation of section 13-20-520 & 13-20-550, or commenced or caused such work to occur.",519925,12580785,FAILED,N,COMPLAINT,SIGNS,162 E OHIO ST,162,E,OHIO,ST,2719,,41.8926669,-87.62286601,"(41.89266689703108, -87.62286601089627)"
5960748,3/26/2018,3/26/2018,ES1803,OPEN,,NO PERMIT FLAT SIGN,,"FOR INSTALLATION OF A FLAT SIGN 15'X 5' ON SOUTH ELEVATION. SIGN READS "" 320 RIVER BAR"" 13-20-520, 13-20-550","Owned, maintained, erected, installed, altered, repaired, enlarged, or rehung flat sign, sign board, structure or attachment without a valid permit in violation of section 13-20-520 & 13-20-550, or commenced or caused such work to occur.",519925,12580781,FAILED,N,COMPLAINT,SIGNS,320 N DEARBORN ST,320,N,DEARBORN,ST,1876,,41.88779385,-87.62968659,"(41.88779385179106, -87.62968658870365)"
5960729,3/26/2018,3/26/2018,ES1804,OPEN,,OBTAIN PERMIT BEFORE SIGN WORK,8,"FOR INSTALLATION OF A VINYL BANNER AROUND A COLUMN NORTH ELEVATION. SIGN READS: ""RAISED AN URBAN ROOFTOP BAR/LOOK UP""  13-20-520, 13-20-550","Owned, maintained, erected, installed, altered, repaired, enlarged, or rehung any sign, sign board, structure or attachment without a valid permit in violation of section 13-20-520 & 13-20-550, or commenced or caused such work to occur.",519925,12580614,FAILED,N,COMPLAINT,SIGNS,1 W WACKER DR,1,W,WACKER,DR,1851,1,41.88670423,-87.62805356,"(41.88670422864663, -87.62805355978487)"
5960728,3/26/2018,3/26/2018,ES1804,OPEN,,OBTAIN PERMIT BEFORE SIGN WORK,,"FOR INSTALLATION OF A VINYL BANNER AROUND A COLUMN NORTH ELEVATION. SIGN READS: ""RAISED AN URBAN ROOFTOP BAR/WARMUP  13-20-520, 13-20-550","Owned, maintained, erected, installed, altered, repaired, enlarged, or rehung any sign, sign board, structure or attachment without a valid permit in violation of section 13-20-520 & 13-20-550, or commenced or caused such work to occur.",519925,12580614,FAILED,N,COMPLAINT,SIGNS,1 W WACKER DR,1,W,WACKER,DR,1851,1,41.88670423,-87.62805356,"(41.88670422864663, -87.62805355978487)"
5960698,3/26/2018,3/26/2018,CN196029,OPEN,,POST OWNER/MANAGERS NAME/#,OTHER   :    :.,POST OWNERSHIP INSUFFICIENT INFORMATION.,"Post name, address, and telephone of owner, owner's agent for managing, controlling or collecting rents, and any other person managing or controlling building conspicuously where accessible or visible to public way. (13-12-030)",BL00444,11968597,FAILED,N,PERIODIC,CONSERVATION,7625 S KINGSTON AVE,7625,S,KINGSTON,AVE,20646,,41.75645481,-87.56253821,"(41.75645480713705, -87.5625382093426)"
5960697,3/26/2018,3/26/2018,CN192019,OPEN,,"NOTIFY DOB,  USE OF VACANT LND",OTHER   :    :.,1ST FLR.VACANT AND SECURE.,Notify Building Dept of proposed use of vacant and unoccupied space.,BL00444,11968597,FAILED,N,PERIODIC,CONSERVATION,7625 S KINGSTON AVE,7625,S,KINGSTON,AVE,20646,,41.75645481,-87.56253821,"(41.75645480713705, -87.5625382093426)"
5960696,3/26/2018,3/26/2018,CN061014,OPEN,,REPAIR EXTERIOR WALL,OTHER   :    :.,WEST EXTERIOR WALL ABOVE EXTERIOR WALL; WALL BUCKLING OUT [SUBMIT PERMIT TO RESET].,"Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)",BL00444,11968597,FAILED,N,PERIODIC,CONSERVATION,7625 S KINGSTON AVE,7625,S,KINGSTON,AVE,20646,,41.75645481,-87.56253821,"(41.75645480713705, -87.5625382093426)"
5960695,3/26/2018,3/26/2018,CN074014,OPEN,,"SERVICE WALK, PASSAGE, AREAWAY",OTHER   :    :.,SERVICE WALKS; BROKEN CONCRETE.,"Failed to maintain exterior service walks, passage and areaways in clean, sanitary and safe condition.  (13-196-630, 13-196-641)",BL00444,11968597,FAILED,N,PERIODIC,CONSERVATION,7625 S KINGSTON AVE,7625,S,KINGSTON,AVE,20646,,41.75645481,-87.56253821,"(41.75645480713705, -87.5625382093426)"
5960694,3/26/2018,3/26/2018,CN077014,OPEN,,REPAIR FENCE,OTHER   :    :.,WOOD FENCE; BROKEN AND LEANING.,"Failed to maintain fence in good condition and repair.  (7-28-060, 13-196-630, 13-196-641)",BL00444,11968597,FAILED,N,PERIODIC,CONSERVATION,7625 S KINGSTON AVE,7625,S,KINGSTON,AVE,20646,,41.75645481,-87.56253821,"(41.75645480713705, -87.5625382093426)"
5960693,3/26/2018,3/26/2018,CN079014,OPEN,,REPAIR/REBUILD GARAGE OR SHED,OTHER   :    :.,"GARAGE EXTERIOR WALLS MORTAR MISSING, ROOF ROTTED, COPING TILES MISSING.","Failed to maintain garage in sound condition and repair.  (13-196-530, 13-196-641)",BL00444,11968597,FAILED,N,PERIODIC,CONSERVATION,7625 S KINGSTON AVE,7625,S,KINGSTON,AVE,20646,,41.75645481,-87.56253821,"(41.75645480713705, -87.5625382093426)"
5960692,3/26/2018,3/26/2018,PL159027,OPEN,,RESET LOOSE FIXTURE,OTHER   :    :.,3RD FLR.BATHROOM TOILET; LOOSE.,Reset loose plumbing fixture.  (18-29-102.3),BL00444,11968597,FAILED,N,PERIODIC,CONSERVATION,7625 S KINGSTON AVE,7625,S,KINGSTON,AVE,20646,,41.75645481,-87.56253821,"(41.75645480713705, -87.5625382093426)"
5960691,3/26/2018,3/26/2018,CN105015,OPEN,,"REPAIR DOOR, INT.",OTHER   :    :.,2ND FLR.APARTMENT DOOR; SPLIT.,Repair or replace defective door. (13-196-550),BL00444,11968597,FAILED,N,PERIODIC,CONSERVATION,7625 S KINGSTON AVE,7625,S,KINGSTON,AVE,20646,,41.75645481,-87.56253821,"(41.75645480713705, -87.5625382093426)"
5960690,3/26/2018,3/26/2018,PL157047,OPEN,,STOP LEAKING WATER,OTHER   :    :,2ND FLR.BATHROOM CEILING; LEAKS.,Stop leaking water.  (18-29-102.3),BL00444,11968597,FAILED,N,PERIODIC,CONSERVATION,7625 S KINGSTON AVE,7625,S,KINGSTON,AVE,20646,,41.75645481,-87.56253821,"(41.75645480713705, -87.5625382093426)"
5960689,3/26/2018,3/26/2018,CN105025,OPEN,,"REPAIR DOOR FRAME, MULLION",OTHER   :    :,FOYER DOOR FRAME; BROKEN.,Repair or replace door frame. (13-196-550),BL00444,11968597,FAILED,N,PERIODIC,CONSERVATION,7625 S KINGSTON AVE,7625,S,KINGSTON,AVE,20646,,41.75645481,-87.56253821,"(41.75645480713705, -87.5625382093426)"
5960688,3/26/2018,3/26/2018,CN073014,OPEN,,REPAIR EXTERIOR DOOR,OTHER   :    :,WEST EXTERIOR DOOR; BROKEN.EAST IRON DOORS; RUSTED AND BROKEN.,"Failed to maintain exterior door in sound condition and repair.  (13-196-550(d) and (e), 13-196-641)",BL00444,11968597,FAILED,N,PERIODIC,CONSERVATION,7625 S KINGSTON AVE,7625,S,KINGSTON,AVE,20646,,41.75645481,-87.56253821,"(41.75645480713705, -87.5625382093426)"
5960687,3/26/2018,3/26/2018,CN070024,OPEN,,REPAIR PORCH SYSTEM,OTHER   :    :,"REAR PORCH; PICKETS MISSING, TREADS SPLIT, STRINGERS OVERCUT.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)",BL00444,11968597,FAILED,N,PERIODIC,CONSERVATION,7625 S KINGSTON AVE,7625,S,KINGSTON,AVE,20646,,41.75645481,-87.56253821,"(41.75645480713705, -87.5625382093426)"
5960686,3/26/2018,3/26/2018,CN138056,OPEN,,"DEBRIS, EXCESSIVE",OTHER   :    :,PORCH AND SOUTH ELEVATION; JUNK AND DEBRIS.,"Remove accumulation of refuse and debris and keep premises clean. (13-196-580, 13-196-630)",BL00444,11968597,FAILED,N,PERIODIC,CONSERVATION,7625 S KINGSTON AVE,7625,S,KINGSTON,AVE,20646,,41.75645481,-87.56253821,"(41.75645480713705, -87.5625382093426)"
5960680,3/26/2018,3/26/2018,ES1804,OPEN,,OBTAIN PERMIT BEFORE SIGN WORK,,"FOR INSTALLATION OF A VINYL BANNER AROUND A COLUMN. EAST ELEVATION SIGN READS ""READ AN URBAN ROOFTOP BAR/LOOKUP CHI""  13-20-520, 13-20-550","Owned, maintained, erected, installed, altered, repaired, enlarged, or rehung any sign, sign board, structure or attachment without a valid permit in violation of section 13-20-520 & 13-20-550, or commenced or caused such work to occur.",519925,12580614,FAILED,N,COMPLAINT,SIGNS,1 W WACKER DR,1,W,WACKER,DR,1851,1,41.88670423,-87.62805356,"(41.88670422864663, -87.62805355978487)"
5960678,3/26/2018,3/26/2018,ES1804,OPEN,,OBTAIN PERMIT BEFORE SIGN WORK,,"FOR INSTALLATION OF A BANNER (VINYL) AROUND A COLUMN  NORTH ELEVATION SIGN READS: ""RAISE AN URBAN ROOFTOP BAR/WARM UP"". 13-20-520, 13-20-550","Owned, maintained, erected, installed, altered, repaired, enlarged, or rehung any sign, sign board, structure or attachment without a valid permit in violation of section 13-20-520 & 13-20-550, or commenced or caused such work to occur.",519925,12580614,FAILED,N,COMPLAINT,SIGNS,1 W WACKER DR,1,W,WACKER,DR,1851,1,41.88670423,-87.62805356,"(41.88670422864663, -87.62805355978487)"
5960676,3/26/2018,3/26/2018,ES1804,OPEN,,OBTAIN PERMIT BEFORE SIGN WORK,,"FOR INSTALLATION OF A BANNER (VINYL) AROUND A COLUMN  EAST ELEVATION SIGN READS: ""RAISE AN URBAN ROOFTOP BAR/LOOK UP CHI"". 13-20-520, 13-20-550","Owned, maintained, erected, installed, altered, repaired, enlarged, or rehung any sign, sign board, structure or attachment without a valid permit in violation of section 13-20-520 & 13-20-550, or commenced or caused such work to occur.",519925,12580614,FAILED,N,COMPLAINT,SIGNS,1 W WACKER DR,1,W,WACKER,DR,1851,1,41.88670423,-87.62805356,"(41.88670422864663, -87.62805355978487)"
5960675,3/26/2018,3/26/2018,ES1804,OPEN,,OBTAIN PERMIT BEFORE SIGN WORK,,"FOR INSTALLATION OF A BANNER (VINYL) AROUND A COLUMN NORTH EAST ELEVATION SIGN READS: ""RAISE AN URBAN ROOFTOP BAR/CHILL OUT"". 13-20-520, 13-20-550","Owned, maintained, erected, installed, altered, repaired, enlarged, or rehung any sign, sign board, structure or attachment without a valid permit in violation of section 13-20-520 & 13-20-550, or commenced or caused such work to occur.",519925,12580614,FAILED,N,COMPLAINT,SIGNS,1 W WACKER DR,1,W,WACKER,DR,1851,1,41.88670423,-87.62805356,"(41.88670422864663, -87.62805355978487)"
5960674,3/26/2018,3/26/2018,ES1804,OPEN,,OBTAIN PERMIT BEFORE SIGN WORK,,"FOR INSTALLATION OF A BANNER (VINYL) AROUND A COLUMN NORTH EAST ELEVATION SIGN READS: ""RAISE AND URBAN ROOFTOP BAR/FIND OUT. 13-20-520, 13-20-550","Owned, maintained, erected, installed, altered, repaired, enlarged, or rehung any sign, sign board, structure or attachment without a valid permit in violation of section 13-20-520 & 13-20-550, or commenced or caused such work to occur.",519925,12580614,FAILED,N,COMPLAINT,SIGNS,1 W WACKER DR,1,W,WACKER,DR,1851,1,41.88670423,-87.62805356,"(41.88670422864663, -87.62805355978487)"
5960670,3/26/2018,3/26/2018,CN061014,OPEN,,REPAIR EXTERIOR WALL,OTHER   :    :,SOUTH EXTERIOR WALL; LIME STONE AND BRICK WALL; BUCKLING OUT. [SUBMIT PERMITS TO RESET WALL].,"Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)",BL00444,12580624,FAILED,N,COMPLAINT,CONSERVATION,1758 E 73RD PL,1758,E,73RD,PL,407025,,41.76166136,-87.5813136,"(41.76166136016195, -87.58131359456975)"
5960669,3/26/2018,3/26/2018,CN196029,OPEN,,POST OWNER/MANAGERS NAME/#,OTHER   :    :,POST OWNERSHIP NO BUILDING.,"Post name, address, and telephone of owner, owner's agent for managing, controlling or collecting rents, and any other person managing or controlling building conspicuously where accessible or visible to public way. (13-12-030)",BL00444,12580624,FAILED,N,COMPLAINT,CONSERVATION,1758 E 73RD PL,1758,E,73RD,PL,407025,,41.76166136,-87.5813136,"(41.76166136016195, -87.58131359456975)"
5960668,3/26/2018,3/26/2018,CN190019,OPEN,,ARRANGE PREMISE INSPECTION,OTHER   :    :,NO ENTRY TO INTERIOR.,Arrange for inspection of premises. (13-12-100),BL00444,12580624,FAILED,N,COMPLAINT,CONSERVATION,1758 E 73RD PL,1758,E,73RD,PL,407025,,41.76166136,-87.5813136,"(41.76166136016195, -87.58131359456975)"
5960658,3/26/2018,3/26/2018,CN190019,OPEN,,ARRANGE PREMISE INSPECTION,OTHER   :    :,NO ENTRY TO INTERIOR.,Arrange for inspection of premises. (13-12-100),BL00444,10548170,FAILED,N,PERIODIC,CONSERVATION,839 W 79TH ST,839,W,79TH,ST,21137,32,41.75051002,-87.64556484,"(41.750510022143914, -87.6455648383933)"
5960657,3/26/2018,3/26/2018,CN062034,OPEN,,REPAIR COPING,OTHER   :    :,"NORTH ELEVATION, TERRA COTTA COPING STONES; MISSING.EAST ELEVATION, COPING TILES; BROKEN.","Failed to maintain roof coping in good repair and free from cracks defects.  (13-196-530, 13-196-530(c) and 13-196-641)",BL00444,10548170,FAILED,N,PERIODIC,CONSERVATION,839 W 79TH ST,839,W,79TH,ST,21137,32,41.75051002,-87.64556484,"(41.750510022143914, -87.6455648383933)"
5960656,3/26/2018,3/26/2018,CN104035,OPEN,,MAINTAIN WINDOW,OTHER   :    :,"NORTH ELEVATION, WINDOW FRAMES; ROTTED.",Failed to maintain windows in sound condition and good repair.  (13-196-550(b) and (f)),BL00444,10548170,FAILED,N,PERIODIC,CONSERVATION,839 W 79TH ST,839,W,79TH,ST,21137,32,41.75051002,-87.64556484,"(41.750510022143914, -87.6455648383933)"
5960655,3/26/2018,3/26/2018,CN073014,OPEN,,REPAIR EXTERIOR DOOR,OTHER   :    :,"SOUTH ELEVATION, METAL EXTERIOR DOORS; RUSTED.","Failed to maintain exterior door in sound condition and repair.  (13-196-550(d) and (e), 13-196-641)",BL00444,10548170,FAILED,N,PERIODIC,CONSERVATION,839 W 79TH ST,839,W,79TH,ST,21137,32,41.75051002,-87.64556484,"(41.750510022143914, -87.6455648383933)"
5960654,3/26/2018,3/26/2018,CN061014,OPEN,,REPAIR EXTERIOR WALL,OTHER   :    :,"NORTH ELEVATION, EXTERIOR WALL TERRA COTTA STONE; BROKEN.NORTH-WEST CORNER WALL; BUCKLING OUT.NORTH ELEVATION AT GRADE BRICK WALLS; OPEN JOINTS.845 FRONT ENTRANCE WALL; BROKEN STUCCO WALL.EAST,WEST AND SOUTH EXTERIOR WALLS; CHIP BRICKS AND MORTAR MISSING.[SUBMIT PERMITS FOR REPAIRS]","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)",BL00444,10548170,FAILED,N,PERIODIC,CONSERVATION,839 W 79TH ST,839,W,79TH,ST,21137,32,41.75051002,-87.64556484,"(41.750510022143914, -87.6455648383933)"
5960653,3/26/2018,3/26/2018,CN065014,OPEN,,REPAIR LINTELS,OTHER   :    :,"NORTH ELEVATION, 2ND TO 4THFLR.LINTELS; RUSTED AND SAGGING. [SUBMIT PERMITS TO REPLACE].","Failed to maintain lintel in good repair and free from cracks and defects.  (13-196-530(e), 13-196-641)",BL00444,10548170,FAILED,N,PERIODIC,CONSERVATION,839 W 79TH ST,839,W,79TH,ST,21137,32,41.75051002,-87.64556484,"(41.750510022143914, -87.6455648383933)"
5960652,3/26/2018,3/26/2018,CN104015,OPEN,,"REPLCE WINDOW PANES, PLEXGLAS",OTHER   :    :,"NORTH ELEVATION WINDOW PANES; BROKEN AND BOARDED UP, PLYWOOD LOOSE.SOUTH ELEVATION WINDOW PANES; BOARDED UP AND PLYWOOD LOOSE.","Replace broken, missing or defective window panes. (13-196-550 A)",BL00444,10548170,FAILED,N,PERIODIC,CONSERVATION,839 W 79TH ST,839,W,79TH,ST,21137,32,41.75051002,-87.64556484,"(41.750510022143914, -87.6455648383933)"
5960651,3/26/2018,3/26/2018,CN062024,OPEN,,PARAPET,OTHER   :    :,WEST AND EAST PARAPET WALLS; CHIP BRICKS AND MORTAR MISING.NORTH-EAST CORNER PARAPET WALL; BUCKLING OUT.[SUBMIT PERMITS FOR REPAIRS],Failed to maintain parapet wall in good repair and free from cracks and defects.  (13-196-530 and 13-196-641),BL00444,10548170,FAILED,N,PERIODIC,CONSERVATION,839 W 79TH ST,839,W,79TH,ST,21137,32,41.75051002,-87.64556484,"(41.750510022143914, -87.6455648383933)"
5960650,3/26/2018,3/26/2018,CN063014,OPEN,,CHIMNEY,OTHER   :    :,CHIMNEY; MORTAR MISSING.,"Failed to maintain chimney in safe and sound working condition.  (13-196-590, 13-196-530(b) and (c), 13-196-641)",BL00444,10548170,FAILED,N,PERIODIC,CONSERVATION,839 W 79TH ST,839,W,79TH,ST,21137,32,41.75051002,-87.64556484,"(41.750510022143914, -87.6455648383933)"
5960531,3/26/2018,3/26/2018,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,NEED FULL LOAD SAFEY TEST RETEST,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",534569,12367468,FAILED,N,PERMIT,ELEVATOR,918 W WINONA ST,918,W,WINONA,ST,11487,34,41.97541719,-87.65339049,"(41.975417185541914, -87.65339048842131)"
5960525,3/26/2018,3/26/2018,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,INSTALL HAND RAIL ON MACHINE DECK,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",534569,12367468,FAILED,N,PERMIT,ELEVATOR,918 W WINONA ST,918,W,WINONA,ST,11487,34,41.97541719,-87.65339049,"(41.975417185541914, -87.65339048842131)"
5960429,3/26/2018,3/26/2018,ES1801,OPEN,,NO PERMIT PROJECTING SIGN,,"(1) BLDG MOUNTED 8' X 3' FLAT SIGN READS: ""3-LINE MESSAGE BOARD"" 13-20-520, 13-20-550  NORTH ELEVATION","Owned, maintained, erected, installed, altered, repaired, enlarged, or rehung projecting sign, sign board, structure or attachment without a valid permit in violation of section 13-20-520 & 13-20-550, or commenced or caused such work to occur.",512945,12580439,FAILED,N,COMPLAINT,SIGNS,2200 N MILWAUKEE AVE,2200,N,MILWAUKEE,AVE,88297,,41.92073413,-87.69404109,"(41.9207341319564, -87.6940410939342)"
5960426,3/26/2018,3/26/2018,ES1801,OPEN,,NO PERMIT PROJECTING SIGN,,"(1) BLDG MOUNTED 8' X 3' FLAT SIGN READS: ""3-LINE MESSAGE BOARD"" 13-20-520, 13-20-550  SOUTH ELEVATION","Owned, maintained, erected, installed, altered, repaired, enlarged, or rehung projecting sign, sign board, structure or attachment without a valid permit in violation of section 13-20-520 & 13-20-550, or commenced or caused such work to occur.",512945,12580439,FAILED,N,COMPLAINT,SIGNS,2200 N MILWAUKEE AVE,2200,N,MILWAUKEE,AVE,88297,,41.92073413,-87.69404109,"(41.9207341319564, -87.6940410939342)"
5960422,3/26/2018,3/26/2018,CN196039,OPEN,,POST OWNER INFO ON ABDN BLDG,,,"Post, on abandoned building, name, address and telephone of owner and owner's agent for managing, controlling or collecting rents on building so legible from nearest public street or sidewalk. (13-12-125)",10476,12580479,CLOSED,N,COMPLAINT,DEMOLITION,5010 S WESTERN AVE,5010,S,WESTERN,AVE,323910,,41.80256796,-87.68440996,"(41.80256796303898, -87.68440996281326)"
5960421,3/26/2018,3/26/2018,CN193110,OPEN,,VACANT BUILDING - REGISTER,,,"Register vacant building within 30 days of it becoming vacant, or within 30 days after assuming ownership of an existing vacant building. (13-12-125(a)). Building must be kept in compliance with all vacant building requirements pursuant to 13-12-135. See Vacant Building Ordinance and registration form at https://ipiweb.cityofchicago.org/VBR",10476,12580479,CLOSED,N,COMPLAINT,DEMOLITION,5010 S WESTERN AVE,5010,S,WESTERN,AVE,323910,,41.80256796,-87.68440996,"(41.80256796303898, -87.68440996281326)"
5960420,3/26/2018,3/26/2018,CN193029,OPEN,,WATCHMAN,,,Maintain watchman from 4:00 PM to 8:00 AM for vacant and dangerous residential premises. (13-12-140),10476,12580479,CLOSED,N,COMPLAINT,DEMOLITION,5010 S WESTERN AVE,5010,S,WESTERN,AVE,323910,,41.80256796,-87.68440996,"(41.80256796303898, -87.68440996281326)"
5960419,3/26/2018,3/26/2018,CN193019,OPEN,,REPAIR/WRECK DANGER RESID PREM,,,"Repair or wreck dangerous and vacant residential premises. (13-8-100, 13-12-125, 13-12-130)",10476,12580479,CLOSED,N,COMPLAINT,DEMOLITION,5010 S WESTERN AVE,5010,S,WESTERN,AVE,323910,,41.80256796,-87.68440996,"(41.80256796303898, -87.68440996281326)"
5960418,3/26/2018,3/26/2018,CN193000,OPEN,,MAINTAN BLDG IN SAFE CONDITION,,,"Maintain building in safe condition so it does not constitute actual and imminent danger to public. (13-12-130, 13-8-100, 13-12-120, 13-12-125, 65 ILCS 5/11-31-1) Maintain building windows and doors in safe condition. (13-196-550) Maintain stairway and porch in safe condition. (13-196-570) Maintain floors, walls, and ceilings in safe condition. (13-196-540) Maintain building in safe condition. Premises now dangerous as vacant and open, uncompleted and abandoned, or vacant and boarded. (13-12-130, 13-12-125) Maintain watchman at vacant or open premises. (13-12-140)",10476,12580479,CLOSED,N,COMPLAINT,DEMOLITION,5010 S WESTERN AVE,5010,S,WESTERN,AVE,323910,,41.80256796,-87.68440996,"(41.80256796303898, -87.68440996281326)"
5960417,3/26/2018,3/26/2018,CN002081,OPEN,,SUBMIT FOR APPROVAL PLANS,,,"Submit for approval plans prepared, signed, and sealed by licensed architect or licensed engineer and obtain permit for all but emergency repairs. (13-32-010, 13-40-010, 13-40-020)",10476,12580479,CLOSED,N,COMPLAINT,DEMOLITION,5010 S WESTERN AVE,5010,S,WESTERN,AVE,323910,,41.80256796,-87.68440996,"(41.80256796303898, -87.68440996281326)"
5965944,4/2/2018,3/27/2018,EV1111,OPEN,,MAINTAIN OR REPAIR HYDRO ELEVA,,PROVIDE CODE DATA PLATE TAG AND ENGRAVE CODE EDITIONS,"Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",403526,12548756,FAILED,N,PERIODIC,ELEVATOR,6151 S MICHIGAN AVE,6151,S,MICHIGAN,AVE,359983,,41.782332,-87.62198764,"(41.782331997928104, -87.62198763982558)"
5965943,4/2/2018,3/27/2018,EV1111,OPEN,,MAINTAIN OR REPAIR HYDRO ELEVA,,PROVIDE MAINTENANCE LOG AND OIL MANIFEST IN MACHINE ROOM,"Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",403526,12548756,FAILED,N,PERIODIC,ELEVATOR,6151 S MICHIGAN AVE,6151,S,MICHIGAN,AVE,359983,,41.782332,-87.62198764,"(41.782331997928104, -87.62198763982558)"
5965942,4/2/2018,3/27/2018,EV1111,OPEN,,MAINTAIN OR REPAIR HYDRO ELEVA,,PERFORM CATEGORY 1 TEST ON BOTH ELEVATORS,"Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",403526,12548756,FAILED,N,PERIODIC,ELEVATOR,6151 S MICHIGAN AVE,6151,S,MICHIGAN,AVE,359983,,41.782332,-87.62198764,"(41.782331997928104, -87.62198763982558)"
5965941,4/2/2018,3/27/2018,EV1111,OPEN,,MAINTAIN OR REPAIR HYDRO ELEVA,,PROVIDE MAINTENANCE CONTROL PROGRAM ON SITE,"Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",403526,12548756,FAILED,N,PERIODIC,ELEVATOR,6151 S MICHIGAN AVE,6151,S,MICHIGAN,AVE,359983,,41.782332,-87.62198764,"(41.782331997928104, -87.62198763982558)"
5965912,3/27/2018,3/27/2018,CN190019,OPEN,,ARRANGE PREMISE INSPECTION,OTHER   :    :BUILDING,"UNABLE TO INSPECT INTERIOR, STAIRWELLS, BASEMENT, ATTIC, AND ENCLOSED REAR PORCH.  UNVERIFIED DETECTORS AND CONDITIONS.",Arrange for inspection of premises. (13-12-100),BL01000,12584698,FAILED,N,COMPLAINT,CONSERVATION,8541 S MARSHFIELD AVE,8541,S,MARSHFIELD,AVE,455007,69,41.7381987,-87.66419638,"(41.73819870009306, -87.66419637784564)"
5965911,3/27/2018,3/27/2018,CN074014,OPEN,,"SERVICE WALK, PASSAGE, AREAWAY",EXTERIOR:E   :,AREAWAY - LARGE SLAB UPROOTED BY TREE; UNEVEN; TRIP HAZARD,"Failed to maintain exterior service walks, passage and areaways in clean, sanitary and safe condition.  (13-196-630, 13-196-641)",BL01000,12584698,FAILED,N,COMPLAINT,CONSERVATION,8541 S MARSHFIELD AVE,8541,S,MARSHFIELD,AVE,455007,69,41.7381987,-87.66419638,"(41.73819870009306, -87.66419637784564)"
5965910,3/27/2018,3/27/2018,CN041063,OPEN,,CUT OR REMOVE HIGH WEEDS,EXTERIOR:E   :,WEEDS THROUGHOUT REAR YARD,"Failed to cut or remove weeds, grass or other growth that present a fire hazard.  (15-4-970)",BL01000,12584698,FAILED,N,COMPLAINT,CONSERVATION,8541 S MARSHFIELD AVE,8541,S,MARSHFIELD,AVE,455007,69,41.7381987,-87.66419638,"(41.73819870009306, -87.66419637784564)"
